Index,Formula,Compounds,物质,Class I,物质一级分类,Class II,物质二级分类,CAS,Mild_1,Mild_30,Mild_29,Mild_28,Mild_27,Mild_26,Mild_25,Mild_24,Mild_22,Mild_21,Mild_20,Mild_19,Mild_18,Mild_17,Mild_16,Mild_23,Mild_14,Mild_15,Mild_2,Mild_3,Mild_4,Mild_5,Mild_7,Mild_6,Mild_9,Mild_10,Mild_11,Mild_12,Mild_13,Mild_8,Moderate_18,Moderate_22,Moderate_19,Moderate_20,Moderate_21,Moderate_23,Moderate_30,Moderate_25,Moderate_26,Moderate_27,Moderate_28,Moderate_29,Moderate_17,Moderate_24,Moderate_16,Moderate_15,Moderate_14,Moderate_2,Moderate_3,Moderate_4,Moderate_5,Moderate_6,Moderate_7,Moderate_1,Moderate_9,Moderate_10,Moderate_11,Moderate_12,Moderate_13,Moderate_8,Severe_17,Severe_18,Severe_19,Severe_20,Severe_21,Severe_22,Severe_25,Severe_24,Severe_26,Severe_27,Severe_28,Severe_16,Severe_23,Severe_15,Severe_8,Severe_13,Severe_12,Severe_11,Severe_10,Severe_9,Severe_29,Severe_7,Severe_6,Severe_5,Severe_4,Severe_3,Severe_2,Severe_1,Severe_14,Severe_30,VIP,Pvalue,Type
Compound_29,C15H24O2,Rishitinone,利西酮,Alcohol and amines,醇、胺类,Alcohols,醇类,74299-59-5,21423.14736002257,22755.21785708323,21998.25718931707,23639.31892603136,22828.82143056393,23386.99880699813,21882.00770444055,21036.94458697865,25134.68884753841,22061.78792682788,21949.08920816622,21426.9748610824,23855.47176122118,21056.57089173084,20686.06044097304,23151.6372789622,20489.39721623387,19614.50700534428,23551.56600871835,22020.97326568572,20671.29743895424,21251.07154871045,20311.03122080145,21654.02671655865,19726.95520654802,22476.664326374528,20872.21396605424,22085.38004994369,21519.72709267907,18728.24631640941,25224.88180459908,25078.78909981042,25820.90365321888,24215.18160144111,24677.705807208,23026.13089586162,22208.12108050281,24922.31020353262,23581.84719694938,25280.95079463538,23663.30401445903,25558.62900081573,23421.96544863111,25461.67983681064,23109.72787781617,23441.26588827819,22529.82518358972,20419.30867600001,23793.63663420965,22049.75888100443,22575.99543027861,24012.76199248938,20470.4192603419,22337.30479430475,23731.75762794961,22260.83950952869,22008.2607319573,22244.30975008825,21189.16595286628,21108.83990165289,23857.33671456599,22267.56952444573,21987.61383292423,25245.35864710519,22829.65662391712,24419.81296260629,26382.16519189597,25122.04327481641,24986.45574132175,25751.90454777316,25753.21605455768,25408.35445874085,22812.50292126292,24762.50437860807,23679.991804300145,23120.73679001233,22940.96944821545,23700.02592739047,23226.28457410038,23045.00711579015,24706.28438049274,24223.69876256605,26248.71393523904,22073.91256870901,22863.36426307666,21976.46035464809,22121.56415311121,22343.6166472057,23426.62614973606,24906.46151307897,2.244647149839442,4.585836002964382e-07,up
Compound_30,C16H14O8S,"[4-(8-hydroxy-7-methoxy-4-oxo-3,4-dihydro-2H-1-benzopyran-2-yl)phenyl]oxidanesulfonic acid",[4-(8-羟基-7-甲氧基-4-氧代-3，4-二氢-2H-1-苯并吡喃-2-基）苯基]氧代磺酸,Organic acid and Its derivatives,有机酸及其衍生物,Organic acid and Its derivatives,有机酸及其衍生物,-,558784.5023326231,775936.0823306317,632838.2612181881,810233.7029554488,738196.3251972515,649378.8299574951,722313.2575086232,640577.8692089955,701699.279280734,711993.7671164589,654156.6150517664,769263.230280301,695394.2034648141,733992.901620639,727499.7030897889,736299.82153235,711396.190795581,685835.835521501,612145.4500834256,742100.3843637095,627316.5688130239,688079.4873249538,698753.9370712511,691274.0224778432,638693.9059141926,772682.055773297,788741.8959936036,854759.116679157,748553.5128209749,781294.7116808826,720391.4043420586,680177.1792075067,724998.1462077856,690009.0500658001,741911.2153276162,743057.0512944044,792827.6408780067,769678.3427726119,816835.7972607699,843570.3116565191,807358.7263151186,762298.5693858084,769127.0806303164,795234.7093157229,773377.3116984762,787985.7442315073,710927.1724545999,702669.6251573565,788616.0024988933,798504.6839974383,778638.0939014892,696502.3174940619,790173.6781621933,668613.1616275302,669916.4860355066,779895.5860701136,744134.8242043088,754865.5216979177,716656.0926503488,731232.9096542263,816835.3542114992,765628.5736774504,818565.630465568,876601.1048708147,782844.0284121458,809323.6516038775,729522.3573760709,759826.3943273068,780866.9996656763,796311.5211590584,914483.8066667168,796604.4765081357,770065.5042459666,713727.4574056412,892292.8121775101,768596.3614913176,782373.0374274341,785453.0995588152,735696.6508754811,852515.816637447,729237.0310120628,714353.1652880949,760748.9200137188,822885.0100342085,853391.0537144176,951470.6011833616,769800.8796894641,894845.6213070821,734223.7783697866,747927.3518301238,2.19558589821947,5.95417300532825e-07,up
Compound_31,C13H18O2,Dexibuprofen,右布洛芬,Heterocyclic compounds,杂环化合物,Heterocyclic compounds,杂环化合物,51146-56-6,223910.6836815721,262912.9402016104,178322.3309437888,262709.1445971841,213694.6525970318,287865.481475697,356306.0647894743,210704.220631918,290751.1329831868,188567.0896837406,170941.3083349307,250243.0873964696,257825.8083665957,279417.4872781347,229884.9031847398,260194.8128180525,159728.8271757777,175675.437723834,149110.0034001088,158636.9613346029,220510.782561742,144324.7899360305,147780.8394627552,189932.0914683931,203380.4387601299,216411.0678056862,212402.2462911677,175771.6389128831,150117.9234633011,184066.5972705837,207741.7513181675,427487.1053016361,350774.3285159491,305463.9414427184,335129.8502548863,312305.9085767505,383025.3946483129,305209.7333845995,525133.0715116354,413833.4976727224,335003.6265403934,306311.0478235043,310071.0058979657,517994.7215045125,299279.4786906778,210115.1597672294,192496.4526343378,185074.4873822286,206183.9142733037,187258.7826291202,201928.4981035684,217109.2070088518,183501.1823906282,170199.6446650215,177634.4467984482,159412.1419237346,189655.8579416201,173890.4984738092,198846.1756657825,157667.1694290427,341011.7496906264,302855.6543114956,327678.7259410909,350279.7662755182,310073.4363786666,247041.0678092649,319316.4925890834,281433.8861896326,265776.3610685681,318226.4751521836,382375.2761886293,396297.4308743319,266864.0611563599,396461.0852050154,286287.8507645825,300644.2923351054,278728.9063406048,338967.1477699972,319141.6733253603,333957.0384088208,420119.5481876339,341393.4157541673,280208.4263090282,371018.3185889706,336629.4239732761,302893.8274482788,300515.3104079649,234591.2354617637,270853.3319133419,456003.319485784,2.529572129841836,9.515321293983104e-07,up
Compound_32,C6H15O15P3,"Inositol 1,3,4-trisphosphate","肌醇 1,3,4-三磷酸",Organic acid and Its derivatives,有机酸及其衍生物,Phosphoric acids,磷酸类化合物,98102-63-7,3337783.00967091,3192739.119438083,3727063.498963337,3132625.893945691,3426574.425157795,3222146.692361336,3392169.012171639,2964399.480538506,3093082.382813923,3082606.915501201,3192435.318587244,2904802.205901201,3034628.068444642,3146941.317216004,2950805.465319656,3446588.313549975,3643813.602831036,3187540.395572713,3174387.809934929,2888608.994126394,3154874.196728358,2877271.154144974,3158499.990701916,3390930.93144823,3145356.365837571,2935683.492116834,3020440.258560184,3640771.645380138,3220337.034246624,3185402.50487665,2974447.494960497,3335832.260974037,3244488.859274852,3398774.541888453,3013085.503956008,3527080.866287895,4013765.7690317794,3567542.411506365,3518300.638870489,3381680.673037984,3495134.286497256,3829526.963400332,3232288.899453541,3347097.25831141,3338591.05000713,3467250.765461238,3320418.205404684,3905716.166402701,4046576.3674921216,3507745.505821005,3393600.3253043466,3626072.0237254654,3118214.105296537,3450694.3478298946,3561715.115401508,3751089.095916032,3588596.880342168,3189145.48303311,3584258.195250439,3335802.766438736,3960922.0296517,3190376.540582435,3349544.039245711,3555350.551565332,3472707.670296117,4179694.363553636,3864599.484072417,3680544.814450676,3851454.648514305,3729960.922815991,3671019.9575352026,3157288.254990987,3264757.527742929,3307056.948767593,3663473.7304555248,3903190.2408038494,3231976.176115047,3931424.771045773,3602430.45125269,3300132.735857158,3720497.728824332,3369345.426778081,3340109.129239148,3218100.034397403,3211348.330209961,3444155.361421434,4143872.5675412286,3317701.441213732,3572280.328006774,4074489.968592654,2.081506481614553,9.973925344996226e-07,up
Compound_33,C22H38O7,L-Ascorbyl 6-palmitate,L-抗坏血酸6-棕榈酸酯,"Aldehyde,Ketones,Esters",醛、酮、酯类,Esters,酯类,137-66-6,19854.99432275621,24506.59949511287,24420.07511667487,29984.0430079022,30808.71869768943,30055.56993010402,31986.52804435196,30108.72828946026,37219.09197217662,30458.04300088869,30579.128068036545,26440.50539452519,30809.7476614587,29304.12332648738,29342.39290247024,31478.92392431715,21563.99371265559,30014.89826826043,19597.64394957476,27312.11379465744,32570.27722584264,29673.12764735369,30794.6002866825,26511.25151532048,28267.21198394789,34516.64452994947,24839.59139966452,26760.06583682849,27558.22215055582,31087.42432085568,29469.74514311131,39759.44712647406,36078.14090058045,31184.26464918441,24219.38036860708,34400.37572767898,32184.07340528536,29279.75477222266,34875.11250577258,34509.41992352987,29049.43260247696,33024.6154114521,29136.88588863067,27584.99394075085,32542.18216732996,33515.04820850069,29690.01741239606,28321.52127543755,32975.78769137989,28112.90404653056,30972.5862487075,33301.74523890115,34371.2358048138,26360.2290827426,24103.23902366919,28470.07790655738,34292.74921911583,29852.86559227069,36625.71531426726,25615.04905144644,30960.48068599659,31571.76689829889,32172.05121390644,36506.17477314171,31989.16943181206,28651.77670268508,36625.71531426726,26051.57280735757,34444.59989347048,37873.52113674904,31490.874192784,36073.92630505969,32045.00734002817,34107.89586054063,38615.09406193011,35540.14982503583,33074.60277630608,39768.73974967899,34247.74621226369,34538.40312327666,38436.75253672625,33727.37442923247,27189.24338388709,29477.23958025009,33568.39952687978,38177.63939439416,36695.38977931641,34409.06292637587,39616.66610994062,36084.92848927184,2.255734864324037,1.064863672992487e-06,up
Compound_34,C11H14O6,Elenaic acid,榄香醇酸,Organic acid and Its derivatives,有机酸及其衍生物,Organic acid and Its derivatives,有机酸及其衍生物,34422-12-3,5259.731160399677,5578.969440865489,4647.635059876668,6707.933036311722,4798.649782456984,5243.52828826596,5032.843425627845,4905.619844062106,6431.503298984589,4091.914307514567,5745.948331183875,4669.497366009396,5563.920330961557,4694.063382890849,4128.529814621555,3916.467423061395,4523.437806691541,4763.241198214524,4559.303267009457,3918.426043387764,4910.488449159974,4798.179472922902,5982.536333228275,3624.6110821713633,4282.30730765704,3954.771963791796,4946.146730469945,4075.0512256233887,4930.782046122622,5052.707450314592,5870.455289725137,5583.696771316705,5563.584776056918,5286.498635905999,5795.397286968249,6734.647038274106,4747.45707699678,5361.446752174008,6849.533870479813,6109.852940463416,7351.223309080592,6846.676000813633,5529.775000765639,6110.355203263662,5368.062555004703,6644.590585290348,6289.253891255875,7097.316461730359,3809.844695041476,4779.888646967706,3993.101044528872,5488.569346616086,4686.162757918421,5109.516124746126,6042.622415572356,5718.795435760553,5086.805524082874,7796.07032545991,5314.910722070061,5124.998803210459,5300.002223709854,5353.604297309877,5623.294269437457,6308.165579154806,5150.218135804554,6485.917861944131,5516.521391753588,4462.139641019465,6501.590716544057,6045.580384610969,7864.422859060604,6878.139352648957,5272.344754821111,6202.628115779014,6312.260379390385,5634.446982018067,6559.601695240854,5189.10498663801,5728.441489261621,5437.487932052109,6746.684460245517,6368.426592841342,5537.378530130552,4783.658666058127,5999.024778402372,7099.197458678335,7129.910641888744,5854.781728294428,5903.409450097798,6898.494299225916,2.184254970403157,1.133861761161943e-06,up
Compound_35,C26H26N2O3,Naltrindole,纳曲吲哚,Heterocyclic compounds,杂环化合物,Indole and Its derivatives,吲哚及其衍生物,111555-53-4,29981.33109282406,57064.03566851772,57278.28737736161,76864.03406090067,55273.31095245652,72659.25923746558,97347.00673306263,48003.09574370136,64981.88649544173,53972.53951717386,49735.01418755864,68789.36490071926,48997.50439916107,91689.09009237283,70465.94291617617,59367.21211881071,60182.20853987813,67987.22978060304,45368.78532319262,37003.16557310805,80562.1589021826,44026.22972252094,49045.53285875778,53014.61183531961,70655.47781589067,57107.35062599425,75637.19028218088,85036.76346119285,62950.24040370973,60928.79105051188,50585.3413046002,84023.59522915595,86766.05658121401,64393.86832086716,85972.50949500446,82676.21325683173,78133.21729851776,100800.5971604029,130659.2379816677,97152.85476746992,79938.92109109912,64834.60252551539,61038.36891854389,97780.96018172627,67387.59224623718,73068.76843376452,59389.21824931767,62339.98036899471,45538.99110832794,40723.10373041701,70394.85424137836,47876.64732834532,44811.6412890065,56505.69540762926,40774.40196774851,50777.58903054601,77264.8682985989,58310.006794753564,77314.94200927173,53337.1187810777,91028.38129651592,78149.87782092326,80969.579401497,99716.68342619493,71244.56092061303,74688.72967357902,79573.58072901721,59590.00124789469,46487.07839867308,92004.54637908464,83734.67237594983,118694.5198000836,83757.70240181404,73896.06295739039,92130.16188454106,96351.61846180356,107491.56812491508,113343.1110956605,114836.5907759119,94469.30325910452,100315.3437002556,87501.00934698377,91500.16992319908,59974.51867482217,120456.828987083,95214.041119085,71012.73615971323,82659.28195610992,72557.60606497384,90008.11365543795,2.224630904280919,1.272509279449952e-06,up
Compound_36,C8H6O4,Piperic acid,胡椒酸,Organic acid and Its derivatives,有机酸及其衍生物,Organic acid and Its derivatives,有机酸及其衍生物,94-53-1,1272473.76388799,1769353.07817984,1709597.798171286,2181480.908538359,1759722.5861284267,1448404.688329589,1463561.518990447,1500847.921671232,1608312.72280729,1432397.006116576,1752724.39738207,1817319.85749995,1493137.1197958067,1676327.6916588347,1601613.002089616,1355160.658756397,1262385.663161852,1479455.597825333,1555078.599690018,1339468.79586803,1457566.1172257713,1395211.720870834,1642623.63821079,1650250.5005874373,1514861.946085488,1569360.89503652,1385035.744939668,1239017.773030258,1256718.281073058,1356560.0837502107,1904611.341453223,1737189.166975524,1925581.005748449,1451453.373397778,1458945.433603364,1452402.534697536,1512479.04882249,1687166.338590485,2147152.783473798,1890396.305664222,1397966.037307664,1846711.2630939933,1547531.914450079,1630849.475309102,1492671.284449392,1253640.213028976,1677761.408259982,1767334.165072275,1443731.009285026,1462466.217252337,1623097.348811424,1550936.494168755,1464748.628316092,1500672.316443516,1284916.368207584,1439957.826289791,1427875.622813778,1447052.85323914,1679518.1073144127,1341997.858480234,1526797.687450905,1793150.114990746,1652942.346665174,1839452.808059343,1567471.502237845,1719796.154279464,2229893.718973558,1610616.444863054,1777904.889967754,1783947.298775063,1903643.260165541,1888146.831356197,1819573.484032684,2167027.647623934,1795259.411732163,1836304.81251187,1646005.1805208593,1944239.151506952,1799330.844484412,2017312.969870628,2738513.84813752,1782887.212111845,1653569.7055508087,1517276.648855669,1572468.064266002,2055056.211237342,1870785.88946966,1809306.006215924,1665789.910778396,1766623.4556770753,2.273207168776033,2.122709609068788e-06,up
Compound_37,C15H10O4,Chrysophanol,Chrysophanol,Benzene and substituted derivatives,苯及其衍生物,Benzene and substituted derivatives,苯及其衍生物,481-74-3,52400.03742602068,67898.14625090784,67335.45331932123,76094.70654771477,70579.90313711067,65280.31878621692,81689.49980441954,72644.74346664813,71204.10607305402,63408.09719516899,58894.8755131067,70687.30002241819,55516.50634307573,71751.21246901789,71879.13664879862,76537.88192348239,60116.09077424911,69723.99004641145,44920.70170315405,54307.24427129798,41173.77399792747,43943.69306103134,49308.92136183161,54663.66805055823,72131.64334788849,51286.60483180957,64372.9150429142,70585.29637503662,72022.42532570685,67548.56514259298,63024.087373555165,85599.75769544924,73062.1526277224,68227.91584143389,76607.82945011082,78013.21834885911,83502.07907701343,84377.59582096059,87496.8601727981,78965.76060082286,78319.07782238963,60750.9894938288,68469.08340164722,63083.96765845702,68260.98631012098,61351.71159461314,72464.51789722881,77382.77252200732,66087.78250341491,67546.71725268832,81793.88258965482,65943.49801203683,84319.75737474079,64362.20125352198,74934.2851884508,69063.87752630815,67310.85604784077,75485.79110446016,73223.80399018642,86244.00489329323,79785.1907361916,82574.64605387392,81839.29694996579,85235.56818090267,76022.43131026716,73660.30609432832,74491.11149746504,69828.75834674857,82200.217183107,71580.23983391897,88911.83333338474,77670.44351856201,79451.54562078985,62023.80271451976,54156.46487291912,76965.41458978476,69009.59515736916,81704.45906793633,68050.74032848967,74680.28119770765,69578.00875339012,75776.79585330162,71260.08130242646,67813.88779932613,75076.02861562099,73190.4115104233,72049.2826245304,87055.89723055849,80555.88651789725,76089.65513417768,2.000893004159002,2.349521465438062e-06,up
Compound_38,C27H34O16,Leiocarposide,光果糖苷,Benzene and substituted derivatives,苯及其衍生物,Benzene and substituted derivatives,苯及其衍生物,71953-77-0,130860.3383211574,149255.7959038432,145965.9237199936,219822.182824974,199252.35149633,193288.9102045527,166572.2848791376,149918.9738409571,168000.9451453931,160170.8237253751,171127.4055752736,166681.6800118039,170206.6397987382,186820.0996463574,148056.4078976402,184678.4687863794,159138.799494774,188497.2734074669,144019.2330282154,178618.9930204332,158099.8828058664,156574.3273399388,142904.4770446153,143872.0106729603,188475.9095908857,182226.9382533195,164314.3770615624,185588.4197706093,149155.6058602649,173430.6867521651,138393.2775807739,202989.1818041041,157892.42998929,168451.6067656482,149951.2358437577,181558.4198030684,205219.5594312302,182712.9236997796,188101.5757484069,176155.0570058267,193285.6244667675,179052.485567204,170173.2427599274,168979.8153046211,187014.9979349331,173405.3020199468,199088.0130117617,194175.9580049974,175206.5701800017,176947.7985790943,162890.4595400656,169789.626370679,186939.8261018261,176494.7689726423,155912.4612460778,166722.1029773541,173922.753273686,196768.0103772196,199932.1634053431,183880.9585941083,210930.6285070593,181222.1905871872,191723.0342396481,178829.6093702603,188535.3726521998,189419.248208435,188525.5428925487,190262.6377489882,220316.0955706279,162578.4534712763,207558.4283905579,188233.987477808,198292.4811485784,163172.6752623387,180333.5680256055,195255.6846917623,200194.2543347659,213057.9496453153,200671.9604540989,203221.360644549,197967.9451191728,187015.7709025631,154809.6610330488,170785.3193446087,205356.9339597316,225189.8548543935,194134.5261464366,207741.5278546207,181085.1702653405,194715.9005731849,2.085852284453478,2.685253003440191e-06,up
Compound_39,C14H21NO3,Furmecyclox,呋喃西林,Heterocyclic compounds,杂环化合物,Heterocyclic compounds,杂环化合物,60568-05-0,66666.6676234683,71857.85121824505,66319.29638464426,67858.50000752657,65963.44342278983,73097.77975912485,66437.9012069118,57130.23758814418,60257.97133747506,68934.76233606228,65311.49297758603,62370.78406207004,60899.99282357335,65419.20290339491,69651.21678656919,67362.59222768166,62322.87377865989,68552.07917565135,65107.53147248458,75565.14590240996,69810.29618054714,66753.9947315661,70927.94460001332,63574.82848375156,63146.33649777262,71506.15402235776,63937.74108212249,70507.52910460251,63689.80150098677,66530.9647790104,66654.27430649492,60631.27170796417,64964.137000078284,66559.83916899952,68834.53323670199,62805.10454726782,68093.00454821097,67060.64198534732,67968.50211217807,66674.1861327117,68058.39745488913,67324.37238726961,61589.37363671241,66269.9843725766,65182.57409377804,67945.88801610198,67960.1538895765,72692.91334595915,62270.13850104767,69153.21885549926,67531.92550516823,64299.39817864759,59578.59976123575,63959.82297153094,75746.79294242196,65368.82443801697,65448.46879813778,76223.12394152509,71800.2745849937,70952.04586888541,68951.06292386918,64297.74867171598,66295.19064322894,69496.89688476625,76828.68992294575,70522.43064675212,68408.93644971041,67325.5330261969,74211.25117768784,79734.91620059572,68034.10850172197,69965.2308936319,68026.33686622103,70674.60157489784,69424.01849484423,72598.63920177335,71849.80057481845,75782.35735258857,72375.16999690456,68211.06297162983,75422.89848272617,68012.85598301196,69465.76881580014,73468.46243314266,66768.79927115125,74288.76327585419,86348.42031470676,82253.86219241355,79602.95193474078,70999.48035078563,1.8254903322321,4.577625113216892e-06,up
Compound_40,C7H12O5S,3-(2'-Methylthio)ethylmalic acid,3-(2′-甲硫基）乙基苹果酸；3-(2′-甲硫基）乙基苹果酸酯,Organic acid and Its derivatives,有机酸及其衍生物,Organic acid and Its derivatives,有机酸及其衍生物,-,10422908.7759941,12154724.59814756,10102930.85577708,13179096.77086471,12242469.216793,10198692.634677067,11327376.99725615,10534153.93880133,11327290.027066913,9745873.799526168,10459211.05187515,11066781.237595852,11037663.37515052,11707034.062739708,10256091.87879795,11502568.216550292,10080006.15317876,11366355.55246688,8473062.626333846,10061474.64136784,9063027.053469406,9014147.929910738,9956396.127705516,9572956.812446048,11288225.56290622,11161131.107154127,10750867.74522537,10615898.648978207,9412188.674577989,11211528.72612801,10664958.34627258,12564745.3366606,10792647.59210279,9821277.530360416,10601946.85682955,12045186.30657856,11816041.6247426,11262747.829174427,13203986.99241946,11852349.706209688,11956047.61008544,11515675.26369058,12023721.01370943,12216881.947539313,12014411.35676946,10690318.72479984,12140194.82788197,11158471.23511829,12143327.82059588,11451954.477088748,10214555.912402688,10786332.70607469,12553751.56947775,10568080.5030826,11049812.03938975,11461879.593899593,11991527.465894287,12077269.36129148,12007748.37145084,12783843.407612612,11782412.27189248,11605768.152713347,11263672.296604928,12682265.24203474,12298412.24764014,9934850.626184976,10920470.919764252,11235293.330398887,12305762.681562888,11063792.52628112,12607039.28671674,11999341.94648856,11000202.378262373,10764447.778187092,10841835.02122916,11845589.48276737,11821196.14973283,12263940.89138799,12868842.857905908,11591537.265315613,10795684.355550813,12473713.78458964,11257167.240189888,11349096.066934127,12584049.56261762,13438441.31050669,11752464.686716232,13559054.000371467,11629703.302676927,12115377.237195008,1.877691373196456,5.833910169862728e-06,up
Compound_41,C33H40O15,Icariin,淫羊藿苷,Flavonoids,黄酮,Flavonoid,黄酮,489-32-7,98329.40279990267,119173.58783734952,95443.61247596054,180456.7358396326,119858.1081339982,113198.3020779681,93129.82091157236,83375.34705288988,99638.31951184208,107275.45459694168,95934.04992967976,98885.82065874353,112138.1595047,113387.0856998121,114831.1998171804,111036.3882707332,82126.14589053438,120800.3502772825,62085.70806127822,102593.38802625412,63144.10168072388,98811.35536803768,89467.5312987735,89809.89771443495,120467.95090397088,129612.5412434012,111988.5389998286,111791.033784365,88366.9568776258,83802.00770857095,106819.5084109848,117743.3194131951,109853.8525785588,102751.1112798716,90866.9123691917,123288.7537519055,127992.0636239412,139005.1178593717,164131.1139273101,152046.7838536425,129354.7654354729,100120.1273055489,129650.2691860373,123055.2185665929,122289.91216795768,138970.3505655683,120701.1575091964,108232.5130349573,116993.3267605985,124457.32786190092,92294.81650242295,127943.5373753284,182684.9218591918,101997.0246544425,111051.4738102138,119885.3032173785,128729.81729658952,159273.51609863967,151634.299183851,132863.2828310905,117934.2593053707,144584.0283337897,149897.03283100727,142450.975708991,106527.4622996719,108297.3353264342,120974.7295974101,139458.7704868399,135825.5336873284,95443.52965271712,157896.2004717376,94848.55418267446,119690.74692549232,114477.80911238992,124726.2908199775,142681.6579082039,104536.3474405508,144002.5032732942,150910.2189448073,147069.4937254997,120717.070713535,118879.7922148822,131799.2776710265,128020.4731806193,143757.0103315625,146275.2665444063,135627.1318206219,147715.8433742543,144038.1365475367,106455.9190871997,1.920934003524042,6.117183515581906e-06,up
Compound_42,C15H13ClFN5O5S,Cloransulam-methyl,氯氨磺酰甲基,Benzene and substituted derivatives,苯及其衍生物,Benzene and substituted derivatives,苯及其衍生物,147150-35-4,7063.002146251323,13903.87506935048,13449.08574619414,15133.863413280507,16709.56809016415,13124.87075799967,12480.0074913539,17770.99962969748,14171.234518226032,14195.7068918774,12571.9322444538,13816.446512441687,14230.7301646795,15761.081455534088,12226.38323973162,14262.604085875048,12691.77097559684,17949.68165999452,11481.984599414433,16356.455379771493,10494.628748590872,11950.849040804353,14310.508450856792,15346.56039473029,15847.14473536422,17489.12104052861,14992.9442627479,15242.015955788573,10997.49760341648,13308.265062560668,14181.41333518885,15755.83784676747,16179.31195408285,13692.76425645493,15380.23459510897,17184.22589440629,17158.91091657356,18528.30600224073,15922.36764353818,16915.62801202148,17906.94955446533,16189.17732600493,19375.47235084488,18534.12763954413,17335.87616474333,16540.98170006755,15276.722015419788,11494.3606707986,17900.767799687,18517.73817875188,18279.14816809341,18249.67859698821,16451.58869593466,12864.48345635268,13748.98216984338,14816.84503387883,15338.47099410237,15341.692103509267,18153.83169377212,17831.46516360381,17643.18138069909,14215.07702139347,16641.89714944232,18127.21158858904,13366.24632140908,15147.83716225529,16444.10597922835,14799.08867049628,17890.61834269697,14723.86464020366,17259.67474964596,16452.5582419875,18044.90096677798,13910.98371866526,15824.9034312565,14395.19651242484,18954.17960090701,19021.13384006436,20067.97918141285,15518.07583269952,10478.04264011349,20823.18226090556,16130.09827135582,19862.98914511497,15756.893779897207,22025.94869319751,17471.28425746839,18867.8087656494,18485.12968416175,15157.803414307547,1.792062986196076,7.210942902284997e-06,up
Compound_43,C16H22O10,Swertiamarin,獐牙菜,"Aldehyde,Ketones,Esters",醛、酮、酯类,Esters,酯类,17388-39-5,198402.4497596604,257712.5995664273,251722.4039920877,332811.5711856876,299202.4107442113,295360.4559487028,294359.0977375421,241547.8446729385,310025.8908338824,302342.1607583151,261260.6870674753,281172.0242697825,303012.7336749194,305282.0078378,302834.506733219,266778.863822637,261540.6433678434,315166.4579532989,220906.483159161,268357.2193739621,223422.1206980576,259593.9487760274,296219.4972941079,262374.5289614208,272395.7934711454,242493.0517721916,295759.8627876438,311003.6875879836,260022.3408565525,267878.6877082417,305810.2190754192,330235.8061185235,299667.3101058254,277150.9208614627,248695.6747883676,303164.5479825306,304198.6580654995,293316.1842146389,327055.1752025775,291791.9899677582,310511.8520735743,274978.8691199806,292601.0291063525,247080.0364717952,310288.324833684,259127.4111176383,315819.45359414,313432.846585923,300570.2561193528,311050.1571397111,260961.9919521114,260620.9296677239,318746.1625284646,286520.9889277169,272214.2620450744,289432.802214577,305306.2274406811,283487.0805615428,316473.10345754,333638.3434414754,292182.7899171922,331679.8642533781,296806.9221080867,320179.2557389527,301216.2137881469,302634.2066021176,271568.7099391518,289520.082517518,381902.47068277246,328116.0555802306,321635.7489108126,322361.5970206449,310236.9829516789,283922.6307162673,310751.4053743912,332529.3027507269,347946.0359954484,309297.0232664753,328842.5176091275,292538.2354222596,268484.6392583029,327814.5386559116,262518.1551335184,270765.422678047,324081.0483582836,379753.998253222,312848.8355203583,358207.1852752967,334060.6728474873,293135.1327220016,2.084621930169164,8.026768691648187e-06,up
Compound_44,C22H20N2O6,Abu-Nap-OH,-,Amino acid and Its metabolites,氨基酸及其代谢物,Amino acid derivatives,氨基酸衍生物,-,100874.738339586,145848.738612659,131058.3453196451,167588.5181017714,150901.56647947367,137873.6320617014,142168.2670988285,126124.5264213311,158229.7734471375,141964.9915043289,143418.5143770371,151858.2411626677,140163.3937194789,157338.2789320734,135104.4285424836,123367.1547493478,114834.177616763,111197.49019246352,125139.5526421993,113413.1754158472,114496.3011241489,108781.21276133068,109400.4594219289,125127.81286824512,143187.0563463569,116680.238537351,116317.7304795478,135638.7935983432,129349.6966894224,133606.2452817859,136958.5005067056,165867.4908179163,146255.0036439587,131747.2954794448,151607.3572167383,167305.2012454369,148708.8939459241,158505.7707731789,161833.8463607387,136776.4296742736,134746.5680940197,147914.7351775058,154680.05398784493,156129.7899594077,141523.292835796,135750.8462166449,138737.1436609666,154565.3281089161,137762.0696391865,133280.3782056227,135587.7919974749,137666.6897352904,132657.6101458862,136217.4961472284,122915.2952767049,141051.1194562372,130564.7391702311,135466.5212841995,144640.0116891045,141884.7936441145,154422.3172504397,148798.603805324,166019.0788042296,173088.6947871028,161498.3273490249,155651.2807357154,139297.9987521554,159934.9332321741,147981.7430768657,127050.18427865472,166604.6502430649,140768.2465084094,154076.8292526137,137437.5438552996,124447.658249182,134515.6865661797,158190.2587947657,148541.5708038011,157566.6441679772,156421.0567126177,156614.6978425085,158186.9778411846,130633.3292107279,160205.6777794425,135612.5479784803,167660.4542831123,160755.0548808929,145415.9109012116,147603.6562809501,129005.8137813938,2.090105305088109,8.035029579859873e-06,up
