Index,Formula,Compounds,物质,Class I,物质一级分类,Class II,物质二级分类,CAS,Mild_1,Mild_30,Mild_29,Mild_28,Mild_27,Mild_26,Mild_25,Mild_24,Mild_22,Mild_21,Mild_20,Mild_19,Mild_18,Mild_17,Mild_16,Mild_23,Mild_14,Mild_15,Mild_2,Mild_3,Mild_4,Mild_5,Mild_7,Mild_6,Mild_9,Mild_10,Mild_11,Mild_12,Mild_13,Mild_8,Moderate_18,Moderate_22,Moderate_19,Moderate_20,Moderate_21,Moderate_23,Moderate_30,Moderate_25,Moderate_26,Moderate_27,Moderate_28,Moderate_29,Moderate_17,Moderate_24,Moderate_16,Moderate_15,Moderate_14,Moderate_2,Moderate_3,Moderate_4,Moderate_5,Moderate_6,Moderate_7,Moderate_1,Moderate_9,Moderate_10,Moderate_11,Moderate_12,Moderate_13,Moderate_8,Severe_17,Severe_18,Severe_19,Severe_20,Severe_21,Severe_22,Severe_25,Severe_24,Severe_26,Severe_27,Severe_28,Severe_16,Severe_23,Severe_15,Severe_8,Severe_13,Severe_12,Severe_11,Severe_10,Severe_9,Severe_29,Severe_7,Severe_6,Severe_5,Severe_4,Severe_3,Severe_2,Severe_1,Severe_14,Severe_30,VIP,Pvalue,Type
Compound_126,C27H46N8O5,Phe-Lys-Leu-Arg,-,Amino acid and Its metabolites,氨基酸及其代谢物,Small Peptide,小肽,-,782123.847220747,833000.9858452219,800642.0798334227,1085475.5563870687,984147.6520835456,909607.3526413436,1015949.911902302,841550.593479418,946893.6919122369,871034.6839102303,967401.1033606012,944476.9355103244,815685.0526893913,1028187.057273878,916759.823187264,906833.832979466,998959.3226025857,1011999.102747052,809116.1523822844,984222.538165677,892839.4851260448,910870.498261718,970441.0406941384,969777.9479375108,1013836.733371306,1033999.043807661,991948.4351643232,993290.097684455,874915.8465859066,990787.9201592316,895841.014447127,1039947.471799045,1024141.264746901,946498.7189049429,1071992.0160405587,1122139.707816107,1028671.457305795,978483.0668558908,1054180.355171615,1046267.885839912,1038521.242686432,1061095.240279431,951290.6657672272,947998.7797658022,953893.0681396156,922633.0618398516,1016496.510725685,995817.627363924,923858.6365587268,1032032.686748083,828319.5726986408,954146.9293208808,881517.1386401382,786233.0535508213,1006909.899841232,1064947.597602169,880337.4052334616,964038.9057954976,1126208.936557774,1167151.042094528,920740.2929638844,1041037.137226086,1106553.987659649,1200796.763829764,1127051.397136186,859236.8229810144,891678.4324966869,1037531.206357334,954707.9826699604,1032226.7748664392,1055080.286968177,910193.8545148897,1101259.48094379,978551.6215509156,925125.7483488336,945219.8359823244,939966.228058352,1039342.020603644,1208644.712906515,971399.0877752014,876505.3724920842,1004456.53179302,910039.5783022188,1157054.5550104007,1165109.854610392,1024845.44050449,976396.3047959254,963595.2471421668,797398.856001888,1046171.733950517,1.10024819607736,0.0106039813553053,up
Compound_127,C11H11NO3,Indole-3-lactic acid,3-吲哚-乳酸,Heterocyclic compounds,杂环化合物,Indole and Its derivatives,吲哚及其衍生物,1821-52-9,24273.65693669001,52839.46039400409,39558.22562931664,70408.08556945066,49867.65552892703,47273.34507635874,36018.05635226923,46446.99614007824,52453.1443200623,33842.13097043546,34107.08811746977,44705.13176305807,46224.05231948361,47332.92983363008,35581.48443294752,47765.56627686026,32765.84365049045,54412.00485773139,32450.40249497287,37769.13636577554,34287.75726277598,37995.01254374962,34446.05690851727,34104.8309689533,42410.18542993536,41398.66414083454,57439.19959589496,44773.989139368685,38324.66912695802,36840.39182283466,45907.69918330842,46666.55623611926,44519.43538659014,44115.27620720653,37133.00625782918,49407.80537513909,56024.14224046648,45180.26147704381,59138.23004889218,39023.23668359386,44292.03036243409,42040.07201823412,38846.76361397011,51662.73210413771,46269.89293280047,46943.19935015693,63696.4348370415,40999.84623319394,40936.85491662889,45387.56130641472,39711.59487558439,41418.50073961047,45189.46403052266,35337.48974112603,33491.25247398872,39030.69738390487,36711.78608270163,49933.43987918636,54614.36085293906,34043.29290313581,47500.67502156553,50606.51924317453,45924.81589046309,53235.36641912072,44963.16918561087,65088.06081288146,44388.75292838296,37232.70150511285,50244.39795243666,46422.87738325442,54329.71883285644,65884.10225059699,47114.79790844522,38764.67538818937,28693.43486020582,48299.78539575559,51288.15479646533,46462.92660889235,48928.60398956258,64480.69705193496,38783.80605925871,46766.26127421018,40088.80942361884,50160.17968042094,54799.89091866063,68685.54302683598,47482.94544863288,54885.97561614976,41853.74368783821,46661.24719271932,1.47163310235251,0.0106702121481911,up
Compound_128,C23H47O9P,LPG(17:0),溶血磷脂酰甘油_LPG(17:0),GP,甘油磷脂类,LPG,溶血磷脂酰甘油,-,22541.26114269685,28430.2652809274,25634.62516454073,30164.43980149666,25710.80365303979,29511.61874884432,33742.9491191942,32527.64415678944,36893.11140082628,29544.52479957645,29972.58223068777,27295.68051655184,36782.9758432839,29354.79564485377,26739.71942615412,26706.35615466092,22302.47718226112,30485.03917063568,18691.00783040969,27388.1197565713,25517.12005481974,27253.65873797875,32949.38631593542,28341.86362896132,32404.11038472879,31801.66493971167,29061.2850637972,32403.64271272924,25110.18656509292,34695.43991245918,30318.31362679378,30582.86618647523,28172.38382098529,24608.12415215056,26712.54055233766,34708.07569347077,34688.48273287484,35157.98910714457,38916.79638411311,26294.19335892168,31837.09474021244,28519.65184845838,32199.78416173741,37123.68722273656,30111.93098633733,28686.8818554477,29095.12169276708,30428.10795466841,23262.13327633703,32372.07249685032,24985.41538101637,28051.66987572552,33873.74249215506,30156.91310173321,26839.58703040104,32467.65257383536,27441.97896223958,26604.83415736024,30116.39328156836,31849.82645732261,29108.65047449928,31611.14203576259,35065.27703120987,29246.50593149184,31334.98604406014,32963.88322866727,29189.14596890345,31136.96839764185,31655.51091752116,33826.24303248416,35885.55025950856,34778.8630717483,36419.7774172014,26402.22590055525,30507.29344144227,26276.30008199355,33964.67709248533,38680.59958382894,31173.25474286649,42292.94178322959,37342.775813705994,33966.38748606537,26339.28937186494,27571.04082508326,28965.50085212852,33795.73770111924,34618.51847023798,29429.39172937944,37316.99310615797,24195.39278832167,1.4483768963090873,0.0110639582787495,up
Compound_129,C35H50O8,Avermectin A1a aglycone,阿维菌素 A1a 苷元,"Aldehyde,Ketones,Esters",醛、酮、酯类,Ketones,酮类,-,477456.6533872864,724623.2302020426,678703.9977208414,877517.1467655998,830525.088306059,776582.6200966744,744263.784629904,795706.985660012,741183.5880907251,775109.7790413661,772696.5218742674,799276.9054269566,789491.4849296231,769731.8878111085,734700.4813597184,790698.4063866845,671041.7907366371,730149.9460999757,637032.5056692016,656240.5767682921,638542.1207186959,694923.1808041072,712525.5137677203,731923.6019992384,832646.3535075941,691778.9338647473,718957.8205788207,828137.9796449769,712794.6494617006,734372.8878742737,727299.6172893414,808283.8999024186,703305.6722068274,690000.706363284,745140.1590994699,748408.442900952,744772.4186737409,818581.8103063266,918507.4866809412,702549.0028586263,782750.520554257,711444.4388739022,761720.9673496026,783016.8262223713,756790.9985848988,754372.4760494763,761168.5348709639,760196.3090953325,762389.9564163642,749290.207863316,730801.9414650403,790586.9886489674,789356.9073060594,712295.4007684254,730270.5737774544,777946.8170863965,703442.1138645132,788756.3988548246,806750.7845317853,816400.2700412389,796428.4642484442,761998.3583646106,741319.7951179125,788160.3133554602,749735.2575449856,722936.6707780955,819641.1389930011,730267.0525405995,854602.1331119565,679749.4496894701,827490.3354378601,838643.6699259228,835428.3428106961,680487.3418016027,709317.3593859648,759438.3427326625,864634.8164573534,837620.3118642024,811199.1597843714,888976.0659349081,775738.1279739221,765709.9289558354,724560.7762824172,712601.4854212742,857392.6346372517,791449.6947009178,786295.0937815375,868849.5209020553,754671.2869911455,802348.9810601965,1.35518963222919,0.0111183489855453,up
Compound_130,C18H24O5S,Estradiol-3-sulfate,雌二醇-17β-3-硫酸酯,Organic acid and Its derivatives,有机酸及其衍生物,Sulfonic acids,磺酸类化合物,481-96-9,23847.36775916604,41971.55133802255,35303.31891594057,47256.92092300455,43184.45883443578,32988.84047584984,38782.16313188105,36391.20823334542,40669.61847050246,38512.85402299536,38001.87104362554,39617.55262427912,40329.15873524975,40521.8604732987,35328.22221036239,41032.55376082139,36911.55656204905,37336.58343156694,28414.26348604228,32295.75893379241,32038.14731563149,30923.15243458787,30219.08251429136,37037.62518642455,43339.80194012271,43431.04710567219,35797.37255202705,40816.23932307409,31275.69432999228,36444.51836628162,42340.54450456181,45296.10166808614,35380.1361472008,32620.23289420381,38704.99349756823,47580.22547392748,40785.10278861872,37483.39828058967,42683.90761763525,36195.54329539935,39558.57339359645,40400.59639474554,42491.89360503187,42196.50367799287,41772.49800408855,30424.82030065127,35656.47462526551,43449.26856208091,39038.19882001724,37680.33168507542,36632.64644928826,42861.36785818528,42665.63111793605,39114.73817084901,32418.18973007744,38684.80438824277,36567.66340065903,37360.89618746418,38071.2966372378,38589.44626847607,41818.4362718978,35227.96421983471,35989.00619702522,41080.00692407282,40522.97809715666,38453.4344894049,33062.26808325139,44123.43221800722,43117.80909495925,37661.67769307744,42651.88479591287,39939.04585227205,42581.84054271692,34847.67023305613,35468.23379986049,40374.95961111291,40694.97172458333,48266.38156574582,44034.2138802771,45729.71468060906,39960.76091253446,36921.18774515915,35190.94204479224,39364.49718212292,40239.35739540448,45574.74800066859,39443.51877403571,48776.00999387302,40397.02523603103,40533.38769264787,1.338406029791589,0.0112962581069332,up
Compound_131,C19H39NO,Palmitoyl-N-isopropylamide,棕榈酰基N-异丙基酰胺,Alcohol and amines,醇、胺类,Amines,胺类,189939-61-5,381158.9132255764,239250.3826402988,212986.9955675716,349179.6347000226,202765.855721898,225213.87594045413,333615.6694666495,260086.6126137077,291430.9456563017,252481.1113408228,253821.274361871,220943.9352668241,308828.4902129323,302017.0228904986,272274.6494571708,328097.5772200274,219155.7575334453,289432.062077686,226660.1012639513,245068.265640754,381301.4096292884,269172.1279967197,263298.7160279662,303990.9158101199,331354.3266720146,440152.3639055706,310277.6499436405,327013.4228925786,327236.4268611985,304616.037233897,299309.2839788425,308628.2582263579,318062.9108148846,336887.6138363901,214851.0755448275,318881.0185013394,322039.7197214681,229438.0927470197,392810.55023299885,251898.6014320393,302972.373353094,284650.7678292646,248774.8892928502,370064.3904326724,308757.9240552668,329461.1260536024,224595.7145484121,232831.1354833187,344032.8330018462,341712.2462940617,282914.8515624608,259252.4438074752,253810.9238585415,317898.3870839172,203788.4602260425,232022.5314710699,265299.5585901338,323733.4392404234,328531.8517712705,257624.3975402479,256940.2810985626,251816.7768362314,256059.6837189708,351440.7385272659,256302.4875050023,335247.3510267152,294611.1389896548,246610.4733203428,424783.9188260203,295146.829958569,352133.4647753149,354298.7248981571,259577.9137798967,336449.9204867532,386078.357490828,347558.2444192111,422429.4642442187,419096.9072561429,291920.2070671835,314751.8659245154,356609.55022743,295529.5599935872,282453.8996318372,239924.9146581587,353992.2631651424,436422.24569410906,368605.0429718138,367973.0015971622,279250.9784603771,384357.8851672107,1.186841661285436,0.0115455247522561,up
Compound_132,C15H16N4O6,Abu-His-OH,-,Amino acid and Its metabolites,氨基酸及其代谢物,Amino acid derivatives,氨基酸衍生物,-,170819.53083232,280195.8428709285,215236.36226129087,313882.2902434873,284057.2289860374,234412.9984529066,262503.0058712909,222327.7291846795,306149.8972109162,244245.4595560386,280544.2496343121,270023.7063152683,224721.266371132,276657.086931943,226308.7496606244,257066.2341831862,237269.6127334875,250606.7652731548,220498.2117675363,248783.7238477332,231058.3138510654,230211.4083410531,241106.7242452086,210458.7280309586,277555.6152904467,237130.9315157425,277092.4995594599,231273.070498777,263795.5089909113,232982.58811592087,251419.9132306344,254689.6687234367,235403.8863265431,222526.9777762078,271100.5292119848,233540.4136796745,270096.2900669617,244976.7999466227,302415.7843429674,256152.3112729432,237385.8182947109,231180.477937272,249702.1799701369,291611.4157754366,298615.6933855964,280351.8490650859,268390.1724938618,260996.5476544511,274667.4518613735,249959.3550519496,240584.9082640184,239748.4773125156,264092.8045804886,209786.8186690846,230071.4344609092,259054.3186577613,284445.6655620555,287742.4544586885,280181.5992282437,237147.3370490175,289924.1695840637,276695.6279368427,259539.4633529652,312289.7023780223,282272.9971772822,266691.7179709222,275110.5677587869,268965.8880065703,331449.7952854603,244233.1213676333,317486.3732491632,287544.1878914817,246275.0763262472,217680.3297460387,220598.260146462,269384.6284829627,272238.3159565609,301022.1211547769,296614.6948639686,298599.9278949064,242005.3422516394,322456.4834873572,209793.2565272716,270365.5976607167,275888.6849611617,306918.8353133191,227474.6208733257,224518.8184582898,259166.2502477913,268214.9515522605,1.284465550149874,0.0117168345865,up
Compound_133,C17H10O8,"5,12,14-trihydroxy-9-oxo-8,17-dioxatetracyclo[8.7.0.0(2),.0(1)(1),(1)]heptadeca-1(10),2(7),3,5,11(16),12,14-heptaen-13-yl acetate",-,Others,其他,Others,其他,-,667010.7832654793,758913.7632002791,714765.5671190772,809012.4026608842,760550.0297633398,694145.1795973885,827897.2384069163,809351.2341397059,749566.6259292314,790719.487985448,726725.9902663468,737520.4032135898,878721.5757022172,842687.0444086242,728917.2744205908,871257.1195318575,794454.4124272339,753077.2467150544,685671.1247426298,645229.7754780309,669584.1363343116,796580.3267609181,647256.9424226513,732708.2073584569,697789.9017127334,701003.4090154376,761536.3428805228,792328.7141444981,734806.9675973859,664059.9966875464,760981.259077003,814069.0266911767,768699.6877666276,844521.3311943845,844655.0001297619,661946.8267712956,771556.9309670427,759818.6835482267,719841.6738132762,797836.8026196588,811421.3117894642,743291.8102095581,731088.2422904775,810186.5481263781,835885.4226744806,788501.8443708456,724771.7705064942,801394.143824053,755443.1851445452,784488.6332521684,845736.6356269689,774832.8518089955,782020.934692334,680718.8571756667,762999.3296307082,766860.5330154736,791018.3995905172,666780.201865472,746139.5607610584,731350.6361937466,881147.5634178516,706031.8866439803,766526.6025112127,743912.0135524665,878947.4005089045,824933.8678798368,848448.8691058911,845090.9458438118,696261.302423914,765133.538374712,769133.7757452528,780458.6627375878,732446.891830873,766276.627932047,831688.8289054745,800302.4517585089,853607.4918302788,755685.9375853173,888451.5059590633,756803.1444956763,811625.6390968927,854356.7800329907,704151.6139277498,829809.2123918899,839846.9086739247,796280.46777814,710233.116648866,757561.0843062021,775857.4729279525,796956.343330643,1.401996081914622,0.0125650793754862,up
Compound_134,C8H16NO9P,Glcnac6P,Glcnac6P,Organic acid and Its derivatives,有机酸及其衍生物,Organic acid and Its derivatives,有机酸及其衍生物,1746-32-3,347539.6097844816,304515.0096333839,392818.5668274199,398161.6223757215,324424.9875381335,343659.064142226,381718.05346677726,347614.5443664035,283696.8402023103,321758.8674549313,254064.1803472089,373390.169861323,375397.4994783517,299037.6705390844,352139.2912398156,332189.8781773296,375448.4398567969,400933.687252105,368457.0488550327,418800.0256855532,375752.2429000265,388533.3167567957,365720.201599012,363264.3478899435,400221.2915582031,343407.6660589564,352916.2839869518,307654.0178491939,428886.724530314,420819.7087726664,337736.0616962861,367090.1769172558,373226.8697855192,371625.5467055146,337153.0424276101,362119.2078975479,350831.8368539151,394560.8999487525,380912.838295099,348956.355852145,365449.46508131246,374331.0048107567,282592.4087041323,278165.5340176232,305838.1144072955,437886.338077903,376451.8827774733,417045.3648568966,377399.2359682257,416157.7773763362,387836.7517682992,296307.8588144786,420012.7137969908,440027.867473259,396065.1203334832,433392.5000167549,414314.2897666701,399005.3056058571,406215.3539208869,400337.577700764,351935.3197704999,380925.2154188402,379766.2773999067,393749.8682182515,403084.6069302972,421954.1919727505,407851.3102050824,399843.6448777202,477037.8222110586,331054.7672229469,356379.35223727,348584.6888587428,419775.137511929,401218.3602353234,420860.5149563742,450411.4905392504,415481.6084269828,477139.3255215668,439034.1886089974,252416.2330986327,397256.879387425,371729.6687830008,439783.748587634,271180.0975139475,311803.5286979962,433586.6030027794,414193.4746608633,416041.5738865232,459659.0606212048,384077.47783218126,1.14186022200715,0.0135694827798625,up
Compound_135,C20H34O,Geranylgeraniol,香叶基香叶醇,Alcohol and amines,醇、胺类,Alcohols,醇类,24034-73-9 | 7614-21-3,146247.4238179844,179687.3789705335,162191.2378124871,191718.2126865723,185389.5350980316,178990.3450667876,254797.5827740691,173331.9457051682,168597.6843990854,138451.9172762609,125156.0847864213,180608.47179789573,146947.0874042459,218626.8030483961,161448.5731562936,182215.1958245914,162941.0120265685,199176.6006471831,109312.8075249214,93032.84747853511,180569.2041173813,147655.6403627502,136614.5377568606,151879.0191474055,124787.0890188878,283594.8216040353,160591.7200707858,174641.2352085235,105790.0012232762,145910.8422629936,176828.574092436,253435.9353618061,202646.71442422573,198825.0708828507,211423.1183604291,232426.9154892626,227200.6752157347,234082.9138872274,368141.4776680028,229249.6434892466,247948.1977474305,236070.209385238,182211.8568876601,165567.5338657204,219355.1043647233,237492.0765862356,132093.9509047907,158549.6702700118,212190.6747609507,173950.4441901032,173211.82834622,135571.2377999466,147707.4214337203,204288.47926089173,103264.60688053108,140303.4826289893,169841.8107659687,143192.7949243505,193101.8604307336,130767.33835094972,191259.6094245411,190434.0008700945,154223.459947488,169132.9806281229,137946.0360696538,148894.6900389839,237786.5550390629,168473.5399538677,182007.904608438,277839.7090614364,254099.1808231475,217348.073821225,163043.47174529693,241485.9057601463,216552.1218900666,161553.3823994483,242650.2165853905,232983.2294133265,183150.2582071834,210965.1138935023,276010.1644954397,216942.0814377985,132406.1398365842,130334.4542149847,183480.8850935683,236185.5078649957,160101.9135340581,168494.96541242,180151.4240857052,248805.5022470412,1.382077676001247,0.0136615293389864,up
Compound_136,C31H48O6,Phytolaccagenic acid,植物漆酸,Terpenoids,萜类,Triterpene,三萜,54928-05-1,1936962.76458901,2527625.00132139,2754674.168298965,3351236.714221576,3074596.623088235,3081077.502117404,3023960.126653609,2664265.292960024,3006860.946070278,2785378.480656077,2794709.60445536,2765064.83221174,2786291.451942157,3240378.800825799,2923824.933962401,2967326.899727574,2759505.712586341,2923118.368389202,2342448.894616773,2686783.037212112,2564250.570362652,2545779.757540217,2665589.510463759,2418700.859021169,3185726.566257874,3016628.037718465,3166996.630267603,3138069.064169743,2805303.638611782,2643285.21735901,2520502.615210169,3278911.516930082,2822392.508239589,2734763.533121497,2698414.481972395,3221449.476745803,2707694.184087854,2763233.438604542,3129058.513042431,2681222.07855705,2932805.259642524,2544844.902503897,2736960.973328393,3174956.484941859,2953395.906677086,2760749.623323177,3258114.522818363,3106097.550798298,2863463.559822067,3036367.135388029,2760375.0709651266,2707137.562449845,3140099.167949285,2922116.299607671,2520368.208529816,2985900.293781517,2880444.00067154,3190389.036364709,3124121.900910826,3040665.489538254,3173849.260839339,3043272.610760283,3232007.393360494,2925777.451304634,3365254.162094509,3095089.453608944,2942564.4265465,2820636.97536766,3069779.905816606,2837768.406928407,3279308.964169889,2766818.145316539,3031469.923090914,2662038.025937089,2729247.89372027,2739899.974335306,3123618.4609554,3295154.542971147,3168053.386725291,3013880.084074373,2976482.075392192,3091282.037068686,2658996.452364205,2720286.325703462,3183037.568073407,3418853.621948996,2897207.141202719,3044225.467581419,2964984.047223156,2989810.370178578,1.264019951461502,0.0145563066806836,up
Compound_137,C29H38FN3O3,Mibefradil,米贝地尔,Benzene and substituted derivatives,苯及其衍生物,Benzene and substituted derivatives,苯及其衍生物,116644-53-2,102735.6643215583,155033.8485168877,114983.6521035178,197427.3072365136,149864.8174442516,113336.824403654,116525.61830658112,119720.4343435911,169817.8303860475,128337.5451826968,92103.31646591389,134920.3409178791,152921.4682351364,126400.95989340388,127077.5520142473,116560.3809375143,107952.2090070054,151917.0766445733,116547.70777446928,142934.9485433621,90140.4541618717,133055.412687369,136282.5177375939,124925.3716455862,160649.4500053,153160.2288752125,138422.3490462745,150924.5431933971,130317.8567041498,161900.8887435329,139676.9395042666,117832.1787661377,131988.0708317729,169752.2130599395,111423.9170757907,115113.06295378052,178042.331419947,137583.6851452341,162909.5613989181,107469.14891145112,138074.5941318961,138460.9183161046,171065.9120544604,145832.2360368097,145763.2008732608,130866.22161713148,137140.6946319659,140398.4316454082,112119.1103472384,113266.0068242182,144584.2884938521,160656.6458395295,149463.6325704688,129799.7447582652,122843.2013746358,149950.4500863388,115009.5971889096,123834.4766416841,140872.2240916867,133111.5075529678,153960.4983782265,153198.9524399886,145449.2059109117,148954.9217929499,184218.8546989609,139731.766567688,159671.4855473996,154905.9747057084,165172.9617453671,110212.7350550238,176682.4658345469,155266.0697873138,160173.6474865351,135367.24755360273,133134.7728542299,157893.4161901565,130737.2872855372,173016.4450643829,141786.2613014416,116386.240765981,136706.6629322233,167109.4710396869,136484.5513620286,133690.2285437126,197221.7275776473,151152.3979823824,136919.4836674496,145920.7773741999,117943.97629481832,152906.0887564135,1.354178629414559,0.0150594385442921,up
Compound_138,C10H11F3N2O,Fluometuron,氟米隆,Benzene and substituted derivatives,苯及其衍生物,Benzene and substituted derivatives,苯及其衍生物,2164-17-2,709282.4523928588,907389.6295858796,831893.499473775,1127282.09824093,971684.5313045116,899030.028364518,927468.475383498,861560.5209188915,924925.9557313642,882355.6886600923,864645.4182305427,918505.8682806396,921304.7697906756,956194.4658465666,855451.2789439581,944814.5217273778,842010.9542979137,954967.9328197167,810023.7077228866,864173.4330449618,811932.4631349825,793265.036961952,868793.7450592391,855084.0205539225,980932.5829661776,898022.7449885438,929224.8699508304,976481.6646538425,846545.2435383851,929335.4576765784,881827.8399262065,969653.011310368,849354.2381668247,838916.5844201546,834110.3803178836,911665.9412336792,980938.589552718,927161.3124036487,1037153.908261889,844734.7635243199,900014.4787097261,878403.1662040923,917112.6231109494,1048895.851897512,949431.737647118,863565.4890140013,1010860.509370006,944674.653057701,946953.6750104836,938859.1399439988,868957.0062859787,895031.2710066343,983287.6048941928,856188.1448865881,808530.7812307858,945484.540183096,926922.4478620988,912050.2948772672,1015973.741066246,893660.5518128045,993453.2424417211,953290.6196683832,964965.1159227547,968648.2480314168,963875.2386273224,940909.829770506,907004.985266786,933443.077919179,967171.9347213508,913413.4223583814,1040957.398766815,1020265.422951784,977362.2329079944,817836.7961553992,850727.046546648,890596.4943284526,940701.0453446484,983251.2611608556,930144.1103733906,963539.3576753904,913673.7067647972,940043.4930982204,831045.3120870055,928421.6126921958,992819.721694202,1045212.754802077,942191.7530027388,1045219.739299016,911759.0083166944,882870.5195364244,1.303172762332494,0.0161337384965903,up
Compound_139,C19H19N3O8,Asn-TyrMe-OH,-,Amino acid and Its metabolites,氨基酸及其代谢物,Small Peptide,小肽,-,1415160.044968666,1292099.206986075,1083595.092611858,1632617.045639614,1470059.333801022,1274976.741930317,1263341.119737823,1120874.873959861,1295573.125197372,1235733.045453071,1365178.804104856,1295891.433069983,1247933.690652564,1253272.810227521,1328757.580416764,1075983.444363814,1262269.427328601,1506427.267066273,1222041.25853455,1233115.6632853353,1201910.223254872,1202602.710086931,1342361.243721802,1383608.8402247613,1569990.959177783,1377822.7808215993,1627943.780675216,1556828.4585545573,1272851.1687849667,1488344.369704623,1316488.415797765,1417465.77876249,1355304.299381519,1198785.502944615,1214707.695595234,1428486.914259191,1394020.645549712,1276721.696090827,1766284.216351396,1509063.1613125347,1390896.832602249,1362458.7804047847,1146211.971626346,1287600.273476078,1341721.851982685,1329994.864513884,1669947.063336067,1446808.205509057,1255621.870694867,1691978.6075426587,1399554.8794808227,1258429.393530071,1457341.097082597,1190550.258699494,1308220.594393024,1445282.866624354,1638920.361710452,1765094.224264723,1713050.478631984,1585056.429114887,1278235.047685449,1448295.093270021,1236401.166082909,1428666.006759621,1318098.210327608,1661968.549934329,1133742.36100379,1442877.5142042467,1669141.376572708,1294454.795167319,1502941.032486914,1482290.373487573,1365995.330234325,1410481.7784041753,1539115.736370518,1488222.082603012,1417574.898896869,1640383.221007102,1661848.140116632,1224547.296886143,1387359.597674735,1294329.362541948,1361554.876379431,1205188.254443228,1591697.563917336,1935125.435114787,1443256.970335035,1690904.158383867,1622872.002302284,1377691.982917214,1.110540667545752,0.0178055464639746,up
Compound_140,C19H28N4O6,Phe-Asp-Lys,苯丙氨酰-天冬氨酰-赖氨酸,Amino acid and Its metabolites,氨基酸及其代谢物,Small Peptide,小肽,-,1341991.311371399,1461148.221638291,1008164.93364571,2003885.701713894,1465715.910502248,1154526.782609338,1312683.579716626,1199500.952575685,1375567.02500794,1179383.970662012,1211916.395080288,1379487.754688069,1234915.767519515,1331979.700482839,1206824.898553179,1416018.542449837,1140011.474487049,1406943.80766031,985946.2649053114,1345180.570982326,1052807.2270602847,1131341.162440364,1284761.624880094,1083205.640180941,1691169.442430557,1372589.318551182,1377999.736080837,1366885.237319669,1093703.039853752,1429805.987819831,1131037.926469488,1648634.064482325,1440273.244544417,1104262.087290112,1191165.505520937,1590061.899086578,1651930.784614495,1216466.286985828,1813457.637457646,1385435.161352211,1483727.676833461,1328012.538043868,1358298.158786303,1508465.253889168,1717488.309970745,1230359.764483694,1466332.53800629,1343244.684712572,1481867.246325049,1379481.8859434873,1219466.8283471167,1411607.249763038,1555814.200667324,1226504.888244975,1121121.040015486,1428374.088855659,1289266.4101319213,1596426.186864652,1565020.037930212,1673375.568953676,1228199.8541985487,1394219.590490133,1319100.184124259,1457456.033741063,1407378.11588813,1410600.425437351,1198214.743806329,1374687.892457756,1574921.815755426,1340662.99056439,1570351.5170798013,1669652.843389075,1552786.273744399,1170514.562546203,1318768.827460614,1488602.363831712,1555260.6050790667,1405273.071287291,1524256.834542458,1368776.146679268,1281394.024537843,1329355.697544992,1140001.939421365,1292557.728431836,1749569.328314588,2161433.397957555,1534042.065419962,1792076.837669485,1294930.130609756,1395161.680007464,1.144859660116839,0.0179628490835766,up
Compound_141,C22H17ClN2,Clotrimazole,克霉唑,Benzene and substituted derivatives,苯及其衍生物,Benzene and substituted derivatives,苯及其衍生物,23593-75-1,89963.83163251473,134369.3014220705,133441.0444543846,167655.2765170507,155186.7117987184,142304.6065720127,145283.9912885061,129602.1241254451,152278.6617214103,131059.9119459139,135882.0617205987,152742.6700173295,145047.0481881413,151075.2800281114,137259.2717864087,139258.3954417862,137591.0077020746,145531.5051417121,106475.9759327143,136369.4276075532,119376.5034401083,111870.0991793958,130101.97841605208,120384.4714596985,143692.319584108,131817.7306546446,144526.0996314902,138126.7532988595,143488.7079585369,134553.2421836746,132115.3433763153,166287.8164555335,144111.7907559361,121484.279763626,126924.0378936162,160234.3110876265,143554.8433452683,144662.3748321999,173638.2248252182,142574.3190918809,158225.5736837843,127200.1616143954,143596.5172759432,167556.7224196058,157379.4292769703,127635.8908273302,140818.2937225051,133326.0352162078,147593.5605650737,135561.7973244857,127500.12099992072,145983.2182773071,154739.1246866934,132345.0414586585,107751.890716616,151287.6534818645,148942.773486059,135453.658507923,145404.1270450903,140016.3407656022,160268.3092733268,148137.6546164241,160340.6692590413,149511.2224097011,158810.0057802511,158799.8100522948,131832.5749344169,146497.9600167892,142264.7267835252,135946.5664292885,159697.01611639553,158451.1053585581,156095.3470702241,113779.4357072397,138393.5272132809,128484.6549452514,143971.2766120015,146784.4443222221,163845.1947555213,162570.3686256915,139410.1717940412,135148.5351122139,127915.44483142592,133274.6150304178,146237.9106274114,173227.3278084504,143879.4112617335,163349.3547629901,138114.972954187,143594.479008728,1.286262844946237,0.0186275861750365,up
